misc/nupdates,misc/total_timesteps,fps,eprewmean
1540,554760,39,-1.9674919188022613
1560,561960,39,-2.0012362885475157
1580,569160,39,-1.9984107470512391
1600,576360,39,-2.0296696889400483
1620,583560,39,-2.0598792588710784
1640,590760,39,-2.0568526870012285
1660,597960,39,-2.0091961324214935
1680,605160,39,-2.0076055204868317
1700,612360,39,-2.029505754709244
1720,619560,39,-1.9825773122906685
1740,626760,39,-1.9837064960598945
1760,633960,39,-1.922504781782627
1780,641160,39,-1.9556878352165221
1800,648360,39,-2.002981989979744
1820,655560,39,-2.0056609588861467
1840,662760,39,-2.0556645527482034
1860,669960,39,-2.051147750914097
1880,677160,39,-2.1168446996808052
1900,684360,39,-2.0554703253507616
1920,691560,39,-2.0878285697102545
1940,698760,39,-2.0283756774663924
1960,705960,39,-2.0114136439561845
1980,713160,39,-2.0047806936502455
2000,720360,39,-2.0230441921949387
2020,727560,39,-2.050184490382671
2040,734760,39,-2.051704692542553
2060,741960,39,-2.1051664477586747
2080,749160,39,-2.03884209305048
2100,756360,39,-2.014856528043747
2120,763560,39,-1.9900557160377503
2140,770760,39,-1.993122678399086
2160,777960,39,-1.9116797173023223
2180,785160,39,-1.8876438346505164
2200,792360,39,-1.8958871686458587
2220,799560,39,-1.87220625936985
2240,806760,39,-1.872427960038185
2260,813960,39,-1.9110215604305267
2280,821160,39,-1.986624508500099
2300,828360,39,-1.9284732794761659
2320,835560,39,-1.8513705304265022
2340,842760,39,-1.928554563820362
2360,849960,39,-1.8140381219983102
2380,857160,39,-1.8057215985655786
2400,864360,39,-1.7829931703209878
2420,871560,39,-1.8346241375803947
2440,878760,39,-1.932088841199875
2460,885960,39,-1.9125614529848098
2480,893160,39,-2.0231076475977896
2500,900360,39,-2.0582551714777946
2520,907560,39,-1.9959923216700555
2540,914760,39,-2.0268153443932535
2560,921960,39,-2.0264905947446823
2580,929160,39,-1.9950395748019218
2600,936360,39,-2.054589606821537
2620,943560,39,-2.0216398641467093
2640,950760,39,-2.0446934029459953
2660,957960,39,-2.0247615280747415
2680,965160,39,-1.970249449312687
2700,972360,39,-2.000151943862438
2720,979560,39,-1.930261695086956
2740,986760,39,-1.8966241839528084
2760,993960,39,-1.8380905178189277
2780,1001160,39,-1.6464531061053276
2800,1008360,39,-1.3319340443611145
2820,1015560,39,-1.1882088592648505
2840,1022760,39,-0.7967535990476609
2860,1029960,39,-0.6962998104095459
2880,1037160,39,-0.6772250291705132
2900,1044360,39,-0.7841904118657113
2920,1051560,39,-1.0785987278819085
2940,1058760,39,-1.009768628180027
2960,1065960,39,-0.8750232636928559
2980,1073160,39,-0.7909369957447052
3000,1080360,39,-0.3887735623121262
3020,1087560,39,0.10975930809974671
3040,1094760,39,0.20434439152479172
3060,1101960,39,0.4989359751343727
3080,1109160,39,0.5518175509572029
3100,1116360,39,0.5762994667887688
3120,1123560,39,0.8905700436234474
3140,1130760,39,0.6870805561542511
3160,1137960,39,1.135078399181366
3180,1145160,39,1.6553818699717522
3200,1152360,39,1.6634312942624092
3220,1159560,39,2.1861194816231726
3240,1166760,39,2.2372865691781043
3260,1173960,39,2.1846704468131066
3280,1181160,39,2.0369179424643518
3300,1188360,39,1.7126248732209206
3320,1195560,39,1.6383419424295425
3340,1202760,39,1.215534315109253
3360,1209960,39,1.0731323266029358
3380,1217160,39,1.4688939952850342
3400,1224360,39,1.860526224374771
3420,1231560,39,2.120184969305992
3440,1238760,39,2.130173700451851
3460,1245960,39,2.2418059700727464
3480,1253160,39,2.4877518305182456
3500,1260360,39,2.775337587594986
3520,1267560,39,2.634423151612282
3540,1274760,39,2.470429116487503
3560,1281960,39,2.367189992070198
3580,1289160,39,2.1094645246863366
3600,1296360,39,1.728333252966404
3620,1303560,39,1.2839128670096398
3640,1310760,39,0.9012608242034912
3660,1317960,39,0.061968697905540465
3680,1325160,39,-0.05689468830823898
3700,1332360,39,0.4101200416684151
3720,1339560,39,0.5199410778284073
3740,1346760,39,0.8574012678861618
3760,1353960,39,0.7294160905480385
3780,1361160,39,0.8303865459561348
3800,1368360,39,0.8464766731858253
3820,1375560,39,0.35919851303100586
3840,1382760,39,0.11172178715467453
3860,1389960,39,-0.355276338160038
3880,1397160,39,-0.4707913139462471
3900,1404360,39,-0.2870387163758278
3920,1411560,39,-0.12983079701662065
3940,1418760,39,-0.060510615408420565
3960,1425960,39,-0.17552016109228133
3980,1433160,39,0.19746308624744416
4000,1440360,39,0.5952012193202972
4020,1447560,39,0.8703205898404122
4040,1454760,39,1.1497651132941247
4060,1461960,39,1.3084532833099365
4080,1469160,39,1.4712660348415374
4100,1476360,39,1.775500650703907
4120,1483560,39,1.3879661110043526
4140,1490760,39,1.5699649521708487
4160,1497960,39,1.1361299932003022
4180,1505160,39,1.0886718931794166
4200,1512360,39,1.4414562001824378
4220,1519560,39,1.528032024204731
4240,1526760,39,1.2564009752869607
4260,1533960,39,1.4675649926066399
4280,1541160,39,1.3910964334011078
4300,1548360,39,1.73534719735384
4320,1555560,39,1.6947241553664207
4340,1562760,39,1.8029714652895927
4360,1569960,39,2.047692885398865
4380,1577160,39,1.9848268008232117
4400,1584360,39,1.6809572732448579
4420,1591560,39,1.3634650644659996
4440,1598760,39,1.1440231290459633
4460,1605960,39,1.3826857367157936
4480,1613160,39,0.9839823761582375
4500,1620360,39,1.3340369114279746
4520,1627560,39,1.819410435259342
4540,1634760,39,1.9262589463591575
4560,1641960,39,2.0218110010027885
4580,1649160,39,1.7242591246962546
4600,1656360,39,1.7854762986302375
4620,1663560,39,1.8749495714902877
4640,1670760,39,1.5623027527332305
4660,1677960,39,1.7811034333705902
4680,1685160,39,1.811549500823021
4700,1692360,39,1.5315247264504432
4720,1699560,39,1.4671488204598426
4740,1706760,39,1.1358702316880227
4760,1713960,39,0.5867508018016815
4780,1721160,39,0.03511631786823273
4800,1728360,39,-0.09105776965618134
4820,1735560,39,-0.23621561825275422
4840,1742760,39,-0.3252672678232193
4860,1749960,39,-0.31820694744586947
4880,1757160,39,-0.10495130896568299
4900,1764360,39,0.04429901123046875
4920,1771560,39,0.558000295162201
4940,1778760,39,0.9973920154571533
4960,1785960,39,1.3559266781806947
4980,1793160,39,1.6550345301628113
5000,1800360,39,1.5683184438943862
5020,1807560,39,1.7263602229952812
5040,1814760,39,1.823753617107868
5060,1821960,39,1.7093465539813042
5080,1829160,39,1.4843579003214835
5100,1836360,39,1.4488009104132653
5120,1843560,39,1.3945049187541008
5140,1850760,39,1.6101609286665917
5160,1857960,39,1.7349939808249473
5180,1865160,39,1.622110277712345
5200,1872360,39,1.9129141816496849
5220,1879560,39,1.7296029365062713
5240,1886760,39,1.7831834182143211
5260,1893960,39,1.8197631189227104
5280,1901160,39,1.6413014829158783
5300,1908360,39,1.5258483168482782
5320,1915560,39,1.1077589240670205
5340,1922760,39,0.9612866628170014
5360,1929960,39,1.256587982773781
5380,1937160,39,0.9326430147886277
5400,1944360,39,0.9339197498559951
5420,1951560,39,0.9313991981744766
5440,1958760,39,1.0850673887133597
5460,1965960,39,1.2090194422006606
5480,1973160,39,0.9711110669374466
5500,1980360,39,1.072300572991371
5520,1987560,39,1.0657459896802903
5540,1994760,39,0.906047597527504
5560,2001960,39,0.7618724280595779
5580,2009160,39,0.921774109005928
5600,2016360,39,0.9430654084682465
5620,2023560,39,1.0938764026761054
5640,2030760,39,1.3216489782929421
5660,2037960,39,1.5206091782450677
5680,2045160,39,1.7659927609562873
5700,2052360,39,1.7301991280913354
5720,2059560,39,1.77397317558527
5740,2066760,39,1.863368014395237
5760,2073960,39,2.0465769296884537
5780,2081160,39,2.0274336019158365
5800,2088360,39,1.9961824843287468
5820,2095560,39,1.8635020896792411
5840,2102760,39,2.1919318893551827
5860,2109960,39,2.0520725360512735
5880,2117160,39,1.744083732664585
5900,2124360,39,1.747249922156334
5920,2131560,39,1.9988151106238365
5940,2138760,39,1.944001108109951
5960,2145960,39,1.7480628344416618
5980,2153160,39,2.025882975757122
6000,2160360,39,2.2312791594862937
6020,2167560,39,2.6623779416084288
6040,2174760,39,2.534316319525242
6060,2181960,39,2.256179676949978
6080,2189160,39,2.2329532167315485
6100,2196360,39,2.3832989618182183
6120,2203560,39,2.1724214658141134
6140,2210760,39,2.3566222670674324
6160,2217960,39,2.5184517911076547
6180,2225160,39,2.458466720879078
6200,2232360,39,2.7325360426306724
6220,2239560,39,3.0208839815855026
6240,2246760,39,3.1695227831602097
6260,2253960,39,3.055393654704094
6280,2261160,39,2.9327089202404024
6300,2268360,39,2.3962722516059873
6320,2275560,39,2.6850142323970796
6340,2282760,39,2.4548074972629546
6360,2289960,39,2.3559222730994223
6380,2297160,39,2.4886324390769006
6400,2304360,39,2.7624875116348266
6420,2311560,39,2.710627757012844
6440,2318760,39,3.093510725796223
6460,2325960,39,2.923936233818531
6480,2333160,39,2.9093070152401923
6500,2340360,39,2.7476231595873832
6520,2347560,39,2.6392293241620064
6540,2354760,39,2.4252004939317704
6560,2361960,39,1.9221252709627152
6580,2369160,39,1.514848223030567
6600,2376360,39,1.5101346495747565
6620,2383560,39,1.3536678972840308
6640,2390760,39,1.1663005089759826
6660,2397960,39,1.1302312743663787
6680,2405160,39,1.4616004264354705
6700,2412360,39,1.765204694867134
6720,2419560,39,1.8624148181080817
6740,2426760,39,1.4420447051525116
6760,2433960,39,1.71423369795084
6780,2441160,39,1.3648479095101356
6800,2448360,39,1.3022684088349343
6820,2455560,39,0.9576578667759895
6840,2462760,39,0.7410453605651856
6860,2469960,39,0.857686927318573
6880,2477160,39,1.0771054109930993
6900,2484360,39,1.0220305714011193
6920,2491560,39,1.2658374318480492
6940,2498760,39,1.4892859503626823
6960,2505960,39,1.5162350657582282
6980,2513160,39,1.6386677825450897
7000,2520360,39,1.753783536553383
7020,2527560,39,1.8390469139814376
7040,2534760,39,1.7268129083514214
7060,2541960,39,1.957098523080349
7080,2549160,39,1.805975774228573
7100,2556360,39,2.175017221271992
7120,2563560,39,2.2012041720747946
7140,2570760,39,2.3573317429423333
7160,2577960,39,2.2163174468278886
7180,2585160,39,1.553639985024929
7200,2592360,39,1.58145452439785
7220,2599560,39,1.639440284371376
7240,2606760,39,2.1192156112194063
7260,2613960,39,1.9061709475517272
7280,2621160,39,1.4856455361843108
7300,2628360,39,1.8427799838781356
7320,2635560,39,1.7514507791399956
7340,2642760,39,1.0532125556468963
7360,2649960,39,0.3635407769680023
7380,2657160,39,0.054687618017196654
7400,2664360,39,0.2999875259399414
7420,2671560,39,0.5627358502149582
7440,2678760,39,1.159029648900032
7460,2685960,39,1.6890242516994476
7480,2693160,39,1.86162857234478
7500,2700360,39,2.2915261450409887
7520,2707560,39,2.636432723104954
7540,2714760,39,2.995030280649662
7560,2721960,39,2.7062671676278116
7580,2729160,39,2.8041354939341545
7600,2736360,39,2.868357746899128
7620,2743560,39,3.339654302895069
7640,2750760,39,3.360810280144215
7660,2757960,39,3.1941257616877556
7680,2765160,39,3.1473829516768457
7700,2772360,39,3.2076126196980477
7720,2779560,39,2.999326028525829
7740,2786760,39,3.2001721188426018
7760,2793960,39,3.237199821472168
7780,2801160,39,2.7025480031967164
7800,2808360,39,3.0790718525648115
7820,2815560,39,2.876163856089115
7840,2822760,39,3.118892892897129
7860,2829960,39,3.1643471828103067
7880,2837160,39,3.370302484333515
7900,2844360,39,3.4590206971764563
7920,2851560,39,3.5437535312771797
7940,2858760,39,3.5332807329297067
7960,2865960,39,3.412363933622837
7980,2873160,39,2.9933825588226317
8000,2880360,39,2.6721337151527407
8020,2887560,39,2.3972795569896697
8040,2894760,39,2.486804205775261
8060,2901960,39,2.249514326453209
8080,2909160,39,2.3480745843052864
8100,2916360,39,2.4366511830687525
8120,2923560,39,2.432458772957325
8140,2930760,39,2.4041133752465247
8160,2937960,39,2.4873927465081214
8180,2945160,39,2.547781514823437
8200,2952360,39,2.781024760901928
8220,2959560,39,2.7889462605118753
8240,2966760,39,2.474282173216343
8260,2973960,39,2.7505526241660117
8280,2981160,39,2.4775187048316
8300,2988360,39,2.0115727135539054
8320,2995560,39,1.832697156369686
8340,3002760,39,1.7209392568469049
8360,3009960,39,1.7243953514099122
8380,3017160,39,1.8235092318058015
8400,3024360,39,1.91509321808815
8420,3031560,39,2.127392439544201
8440,3038760,39,2.737426708638668
8460,3045960,39,3.037611628472805
8480,3053160,39,3.2109724840521814
8500,3060360,39,3.3355872783064844
8520,3067560,39,3.220717190206051
8540,3074760,39,3.5179504573345186
8560,3081960,39,3.2716157525777816
8580,3089160,39,3.0497005477547647
8600,3096360,39,2.9681046855449678
8620,3103560,39,2.94980274438858
8640,3110760,39,3.1004264253377913
8660,3117960,39,3.0547366160154343
8680,3125160,39,3.1607652747631074
8700,3132360,39,3.49043883562088
8720,3139560,39,3.47361857265234
8740,3146760,39,3.2843601047992705
8760,3153960,39,3.1029233419895172
8780,3161160,39,3.219755786061287
8800,3168360,39,2.809751835167408
8820,3175560,39,2.878318049609661
8840,3182760,39,2.6782632449269297
8860,3189960,39,2.903323275446892
8880,3197160,39,3.1940995156764984
8900,3204360,39,3.1262184393405916
8920,3211560,39,2.6349160465598107
8940,3218760,39,2.2297190567851066
8960,3225960,39,2.4087722036242485
8980,3233160,39,2.65321223795414
9000,3240360,39,2.621291530132294
9020,3247560,39,2.4416923117637634
9040,3254760,39,2.759319870471954
9060,3261960,39,3.3323296567797662
9080,3269160,39,3.5265683779120445
9100,3276360,39,3.4421178433299064
9120,3283560,39,3.345242432951927
9140,3290760,39,3.139650736451149
9160,3297960,39,3.0604933360219
9180,3305160,39,2.8056322062015533
9200,3312360,39,2.775053785145283
9220,3319560,39,2.953482366502285
9240,3326760,39,3.080772475004196
9260,3333960,39,3.127882097363472
9280,3341160,39,3.4001057243347166
9300,3348360,39,3.6841684973239897
9320,3355560,39,3.6594942751526833
9340,3362760,39,3.7166841951012612
9360,3369960,39,3.793269492685795
9380,3377160,39,3.8827604439854624
9400,3384360,39,4.057429424226284
9420,3391560,39,4.120479844808578
9440,3398760,39,4.42848357141018
9460,3405960,39,4.472796871066094
9480,3413160,39,4.501208078861237
9500,3420360,39,4.43350236415863
9520,3427560,39,4.49365725517273
9540,3434760,39,4.578435833454132
9560,3441960,39,4.338920212984085
9580,3449160,39,4.07423499584198
9600,3456360,39,4.104449700117112
9620,3463560,39,3.849805771112442
9640,3470760,39,3.5103556418418886
9660,3477960,39,3.0028481620550154
9680,3485160,39,2.321434263586998
9700,3492360,39,2.4248656171560286
9720,3499560,39,2.184144805371761
9740,3506760,39,2.1578307232260703
9760,3513960,39,2.270396773517132
9780,3521160,39,2.5260470351576805
9800,3528360,39,2.8906253662705423
9820,3535560,39,3.119834534227848
9840,3542760,39,3.176379270851612
9860,3549960,39,3.4122739732265472
9880,3557160,39,3.47087911516428
9900,3564360,39,3.845626862347126
9920,3571560,39,3.8001712492108344
9940,3578760,39,4.027573426067829
9960,3585960,39,4.279233123362064
9980,3593160,39,4.41887229591608
10000,3600360,39,4.457806265950203
10020,3607560,39,4.4994060885906215
10040,3614760,39,4.574328165054322
10060,3621960,39,4.406208208799362
10080,3629160,39,4.441873123645783
10100,3636360,39,4.78750249505043
10120,3643560,39,4.715632710456848
10140,3650760,39,4.52247117638588
10160,3657960,39,4.486684520840645
10180,3665160,39,4.256114608645439
10200,3672360,39,4.225753424763679
10220,3679560,39,4.030001698732376
10240,3686760,39,3.8812391996383666
10260,3693960,39,3.693262634277344
10280,3701160,39,3.6164533376693724
10300,3708360,39,3.669663024544716
10320,3715560,39,3.569615931212902
10340,3722760,39,3.6452788147330284
10360,3729960,39,3.7868893936276438
10380,3737160,39,4.027727512419224
10400,3744360,39,4.122193165123463
10420,3751560,39,3.989497908055782
10440,3758760,39,4.041213040947914
10460,3765960,39,4.058238412737847
10480,3773160,39,3.7361620989441873
10500,3780360,39,3.554565198123455
10520,3787560,39,3.4682948300242424
10540,3794760,39,3.371450636088848
10560,3801960,39,3.159002616405487
10580,3809160,39,2.7387815260887147
10600,3816360,39,2.4342453199625016
10620,3823560,39,2.5654527509212492
10640,3830760,39,2.5489414590597153
10660,3837960,39,2.304352421760559
10680,3845160,39,2.5125908449292185
10700,3852360,39,3.0572772708535196
10720,3859560,39,3.6427200612425805
10740,3866760,39,4.094700902402401
10760,3873960,39,4.208508363366127
10780,3881160,39,4.449700108766556
10800,3888360,39,4.57992106705904
10820,3895560,39,3.896711713075638
10840,3902760,39,3.4255796760320663
10860,3909960,39,2.8734883171319963
10880,3917160,39,2.1729786449670794
10900,3924360,39,2.0349680346250536
10920,3931560,39,1.8872081723809242
10940,3938760,39,2.0278693556785585
10960,3945960,39,2.1946813756227495
10980,3953160,39,2.427767111957073
11000,3960360,39,2.64660082668066
11020,3967560,39,2.659840711057186
11040,3974760,39,2.6294348087906836
11060,3981960,39,2.5269534000754357
11080,3989160,39,2.9514854806661606
11100,3996360,39,3.0547331231832504
11120,4003560,39,3.000844341814518
11140,4010760,39,2.9228091099858284
11160,4017960,39,3.211052123606205
11180,4025160,39,3.380854132473469
11200,4032360,39,3.087266417145729
11220,4039560,39,2.809127044081688
11240,4046760,39,3.1436617851257322
11260,4053960,39,3.20317264020443
11280,4061160,39,2.789838234782219
11300,4068360,39,2.7876330679655075
11320,4075560,39,3.1074664956331253
11340,4082760,39,3.098780269026756
11360,4089960,39,2.948537387251854
11380,4097160,39,2.764167991280556
11400,4104360,39,3.1367166355252265
11420,4111560,39,3.1693546512722968
11440,4118760,39,3.3957198157906534
11460,4125960,39,3.4442231798172
11480,4133160,39,3.669067219495773
11500,4140360,39,3.671409021615982
11520,4147560,39,3.703178528547287
11540,4154760,39,3.773204387128353
11560,4161960,39,3.6578380009531974
11580,4169160,39,3.4252128490805624
11600,4176360,39,3.604236069917679
11620,4183560,39,3.748889969587326
11640,4190760,39,3.7341307055950166
11660,4197960,39,3.900441391468048
11680,4205160,39,4.061259660720825
11700,4212360,39,3.8590501391887666
11720,4219560,39,3.6388630366325376
11740,4226760,39,3.311671929359436
11760,4233960,39,3.224861582517624
11780,4241160,39,3.192988361120224
11800,4248360,39,3.114607764482498
11820,4255560,39,3.1886425974965094
11840,4262760,39,3.4330257692933084
11860,4269960,39,3.791326301395893
11880,4277160,39,4.0264611259102825
11900,4284360,39,3.729283846914768
11920,4291560,39,3.527461541593075
11940,4298760,39,3.1663747116923333
11960,4305960,39,2.9597807401418685
11980,4313160,39,2.9237684708833696
12000,4320360,39,2.4480354955792425
12020,4327560,39,2.175833314359188
12040,4334760,39,2.6295526692271234
12060,4341960,39,3.062979623377323
12080,4349160,39,3.41939910620451
12100,4356360,39,3.156849793493748
12120,4363560,39,3.2208711579442024
12140,4370760,39,3.312860442996025
12160,4377960,39,2.830523347556591
12180,4385160,39,2.6743249413371086
12200,4392360,39,2.8692626532912255
12220,4399560,39,2.7975670525431635
12240,4406760,39,2.8204556754231453
12260,4413960,39,2.9945519718527795
12280,4421160,39,3.506849644482136
12300,4428360,39,4.042352757453918
12320,4435560,39,4.080941263437271
12340,4442760,39,3.9363688266277315
12360,4449960,39,3.8096858099102975
12380,4457160,39,3.358080960512161
12400,4464360,39,3.1073108923435213
12420,4471560,39,2.6366608595848082
12440,4478760,39,2.343882132768631
12460,4485960,39,2.159165812134743
12480,4493160,39,2.0995812684297563
12500,4500360,39,2.5267472833395006
12520,4507560,39,2.775491142272949
12540,4514760,39,2.536191388964653
12560,4521960,39,2.171816710829735
12580,4529160,39,1.7401572424173355
12600,4536360,39,1.6268451589345931
12620,4543560,39,0.886348574757576
12640,4550760,39,0.9982789361476898
12660,4557960,39,1.0620672941207885
12680,4565160,39,1.1411355382204056
12700,4572360,39,1.7735698062181473
12720,4579560,39,1.9242640042304993
12740,4586760,39,2.3601374435424805
12760,4593960,39,2.555884908437729
12780,4601160,39,2.491051677465439
12800,4608360,39,2.8401782405376435
12820,4615560,39,3.0096060246229173
12840,4622760,39,2.8622074073553083
12860,4629960,39,3.136997031569481
12880,4637160,39,3.463529824614525
12900,4644360,39,3.541518985033035
12920,4651560,39,3.2518461310863493
12940,4658760,39,3.0962400567531585
12960,4665960,39,3.4332778984308243
12980,4673160,39,3.135021397471428
13000,4680360,39,2.878520799279213
13020,4687560,39,2.8686748337745667
13040,4694760,39,3.0566146743297575
13060,4701960,39,3.1458781349658964
13080,4709160,39,2.7058226257562636
13100,4716360,39,2.6735071748495103
13120,4723560,39,2.5161546581983565
13140,4730760,39,2.4782778030633925
13160,4737960,39,2.2486161452531817
13180,4745160,39,2.2053244882822036
13200,4752360,39,2.035726990699768
13220,4759560,39,2.27086234241724
13240,4766760,39,2.5445276334881783
13260,4773960,39,2.9220002165436743
13280,4781160,39,3.0784988060593603
13300,4788360,39,3.159739519059658
13320,4795560,39,3.606987164914608
13340,4802760,39,3.6234653744101526
13360,4809960,39,3.409704673588276
13380,4817160,39,3.463180332481861
13400,4824360,39,3.472856216728687
13420,4831560,39,3.569352385699749
13440,4838760,39,3.401753040254116
13460,4845960,39,3.3764656099677084
13480,4853160,39,3.673536334037781
13500,4860360,39,3.8380673933029175
13520,4867560,39,3.904942284822464
13540,4874760,39,3.992169109582901
13560,4881960,39,4.077756172418594
13580,4889160,39,3.9252525782585144
13600,4896360,39,3.68293554186821
13620,4903560,39,3.570068452656269
13640,4910760,39,3.538665985763073
13660,4917960,39,3.3717567095160486
13680,4925160,39,3.2218292531371118
13700,4932360,39,3.371091601550579
13720,4939560,39,3.4985274121165277
13740,4946760,39,3.517883469760418
13760,4953960,39,3.682137930393219
13780,4961160,39,3.8060206067562103
13800,4968360,39,3.9788836467266084
13820,4975560,39,3.9485166388750077
13840,4982760,39,3.711315199136734
13860,4989960,39,3.7753374129533768
13880,4997160,39,3.832572996020317
13900,5004360,39,3.7282395011186598
13920,5011560,39,3.642148099243641
13940,5018760,39,3.524786601662636
13960,5025960,39,3.687114062309265
13980,5033160,39,3.798578453063965
14000,5040360,39,3.380248485803604
14020,5047560,39,3.2695326340198516
14040,5054760,39,3.19458586871624
14060,5061960,39,3.2801219686865806
14080,5069160,39,3.4332548183202745
141
