misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
20,7560,232,-0.600575498172215,0.49341543614864347,-0.0020408425480127335,0.11274476866237819
40,14760,235,-0.47574053395469235,0.5451950103044509,-0.0010738089680671693,0.10370281971991062
60,21960,232,-0.3829014885425568,0.3202967017889023,-0.006342332065105438,0.0812889900058508
80,29160,231,-0.6706546902656555,0.5731373876333237,-0.00075279101729393,0.1794534631073475
100,36360,231,-0.35602519035339353,0.4384011685848236,-0.00829431340098381,0.2984162919223309
120,43560,231,-0.17323812007904052,0.502366018295288,-0.001886100322008133,0.5519937068223953
140,50760,231,-0.20421021938323974,0.8145820796489716,-0.007946534931397764,0.042254027212038636
160,57960,232,-0.2431582623720169,0.91504265666008,-0.0060252143070101735,0.032420405698940155
180,65160,233,0.10696412146091461,0.9570749759674072,-0.0038533439859747888,0.3003124418668449
200,72360,233,-0.5443373584747314,0.5193176299333573,-0.008414706587791443,0.13071018494665623
220,79560,232,-1.509179526567459,0.5771534264087677,-0.005648211203515529,0.0821206895634532
240,86760,231,-0.9803724873065949,0.593386048078537,-0.007526415260508656,0.08110514599829913
260,93960,231,-1.2198866188526154,0.6358831048011779,-0.004886431992053986,0.33681285828351976
280,101160,231,-0.5744569325447082,0.7862007081508636,-0.0041778281331062315,0.06686685597524047
300,108360,231,-0.4659853792190552,0.7334825575351716,-0.005700657516717911,0.08624875536188484
320,115560,232,-0.7326710712909699,0.5386555910110473,-0.0045093633234500885,0.04287041616626084
340,122760,232,-0.6415842813253403,0.5130934685468673,-0.009162452816963196,0.020637606922537088
360,129960,232,-0.8057513040304184,0.7983132600784302,-0.005442638136446476,0.08099930733442307
380,137160,232,-0.5720464301109314,0.630170214176178,-0.010368123650550842,0.07763992175459862
400,144360,232,-0.37969676554203036,0.44991821944713595,-0.005237615108489991,0.11410412139957771
420,151560,232,-0.3933064490556717,0.47180843651294707,-0.0034535199403762816,0.04624802015605382
440,158760,232,-0.03541298568248749,0.7866214692592621,-0.0043992772698402405,0.010712020634673535
460,165960,232,0.18398016691207886,0.6705948173999786,-0.007009952515363693,0.011323742545209825
480,173160,232,0.21175814270973206,0.5374396026134491,0.004091732203960419,0.0011198095220606775
500,180360,232,0.3250192329287529,0.5348089665174485,-0.009111323207616807,0.00599119757534936
520,187560,232,0.2433691915869713,0.6034052193164825,-0.007894517481327057,0.10431544280145318
540,194760,232,0.2281390395760536,0.34172007739543914,-0.00808174591511488,0.007785300584509968
560,201960,232,0.33641488283872606,0.33282868266105653,-0.013388476520776748,0.06773413941264153
580,209160,232,0.27207217395305633,0.5311323285102845,-0.004009836912155151,0.09812397323548794
600,216360,232,0.5955923062562942,0.4802235871553421,-0.006356471660546958,0.012167364824563265
620,223560,232,0.4898892194032669,0.5091438919305802,-0.0051705196499824526,0.07704429583391174
640,230760,232,0.3918841749429703,0.4458357661962509,-0.003869686753023416,0.0013863759697414935
660,237960,232,0.42400624811649323,0.44457165002822874,-0.007656391803175211,0.006023214617744088
680,245160,232,0.18363647043704986,0.48268413841724395,-0.002240250073373318,0.18388960100710391
700,252360,232,-0.5013196802139283,0.5665547013282776,-0.007070001203101128,0.004454667097888887
720,259560,232,-0.42671657502651217,0.6559629082679749,-0.0026539652375504375,0.004553100280463696
740,266760,233,-0.7267181026935577,0.7983096837997437,-0.008881699666380883,0.00231191593920812
760,273960,233,-0.5910890281200409,0.44645877182483673,-0.00221933051943779,0.001263169018784538
780,281160,233,-0.42516570776700974,0.4697544664144516,-0.005319301690906286,0.0008048660267377273
800,288360,233,-0.07470988899469376,0.43726658821105957,-0.006962355226278305,0.014081982453353703
820,295560,234,0.23191728800535202,0.6979446291923523,-0.012081034481525421,0.10482998039806261
840,302760,234,0.3926418849825859,0.8489914417266846,-0.012834819592535495,0.11861218845006079
860,309960,235,0.37851678013801576,0.55754334628582,-0.0013211019337177276,0.136564670689404
880,317160,235,0.0386344587802887,0.7514500200748444,-0.006016885489225387,0.3784397132694721
900,324360,235,-0.18617551445960998,0.8912324726581573,-0.01117023527622223,0.06353996805846691
920,331560,235,0.09791624307632446,0.8355151414871216,-0.0033751443028450013,0.05024640574119985
940,338760,235,0.3963273328542709,0.8033453047275543,-0.007154835667461157,0.006595517136156559
960,345960,235,0.5714467251300812,0.56284219622612,-0.005876085162162781,0.02376337763853371
980,353160,235,0.17634934246540068,0.783211350440979,-0.002073599025607109,0.29241449758410454
1000,360360,235,-0.039900531768798826,0.4403503566980362,-0.0013463759794831276,0.10205176672898233
1020,367560,235,-0.04523067891597748,0.7894150614738464,0.000920359417796135,0.17472899854183196
1040,374760,236,-0.0652281677722931,0.8260691106319428,-0.009987934678792953,0.015359117672778666
1060,381960,236,0.12271342575550079,0.6790975749492645,-0.0009209431707859039,0.01974440658232197
1080,389160,236,0.22141387641429902,0.3390899315476418,-0.0017337054014205933,0.011347354440658819
1100,396360,236,0.36440733194351194,0.5373205006122589,-0.0031819209456443787,0.010439375508576631
1120,403560,236,0.3567016759514809,0.30689745359122755,-0.004873977601528167,0.0018720371997915208
1140,410760,236,0.5364944741129876,0.3165006712079048,-0.003455782402306795,0.009161267144372686
1160,417960,236,0.5504708436131477,0.5820239692926407,-0.0018338263034820557,0.01878853952512145
1180,425160,237,0.14483945339918136,0.654812827706337,-0.0028903573751449586,0.06318560598883778
1200,432360,237,0.2671067401766777,0.5742473572492599,-0.0037777993828058245,0.01080270609818399
1220,439560,237,0.6902074122428894,0.2744417041540146,-0.003909745812416076,0.003425400867126882
1240,446760,237,1.099997696876526,0.2350701153278351,-0.0029058538377285,0.008633948350325226
1260,453960,237,1.1425215262174606,0.383785554766655,-0.01411849376745522,0.003088069288060069
1280,461160,237,1.2643369191884994,0.3515792295336723,-0.0059062734246253966,0.011951482389122248
1300,468360,238,1.617577886581421,0.470219287276268,-0.003963419298088411,0.013200195087119938
1320,475560,238,0.7124427247047425,0.7829402267932892,-0.013137750327587128,0.29775497280061247
1340,482760,238,0.32109583258628843,0.5973644733428956,-0.005766670597949997,0.02311200425028801
1360,489960,238,0.2611165404319763,0.5139367312192917,0.0022567387670278547,0.01940198438242078
1380,497160,239,0.411701101064682,0.32355172634124757,-0.004120929166674614,0.07692831247113645
1400,504360,239,0.3752277833223343,0.4583228677511215,-0.0024564474821090697,0.02914077490568161
1420,511560,239,0.8614212143421173,0.2278640702366829,-0.002464204654097557,0.0033889525919221343
1440,518760,239,1.1613073840737342,0.46994260549545286,-0.006852173805236816,0.00546955680474639
1460,525960,239,1.1976197704672813,0.40111992359161375,-0.007053998857736587,0.006420536851510406
1480,533160,239,1.1574411764740944,0.46691190600395205,-0.005454526469111443,0.02748951687826775
1500,540360,239,1.4815306857228279,0.3718466356396675,-0.003872126340866089,0.0014500828110612929
1520,547560,240,1.6632769301533699,0.30923321694135664,-0.001404547691345215,0.021864287648350002
1540,554760,240,1.0229915875196456,0.38943111151456833,-0.0040430471301078795,0.0024056049063801766
1560,561960,240,0.845186071395874,0.31139572262763976,-0.005378987640142441,0.3148683978477493
1580,569160,240,1.063099552989006,0.24458849877119065,-0.007361657358705998,0.0006441430246923119
1600,576360,240,0.9868990582227707,0.5189041912555694,-0.006505098380148411,0.14817809029482304
1620,583560,240,0.9768339455127716,0.31193920224905014,-0.015332644060254096,0.1440433620242402
1640,590760,241,1.3747880846261977,0.23495762050151825,-0.0026290714740753174,0.003395845741033554
1660,597960,241,1.6222944962978363,0.12924031661823393,0.001424814760684967,0.015015540271997451
1680,605160,242,1.4972495180368424,0.1362785130739212,-0.003968551754951477,0.06854908473324031
1700,612360,242,1.5095067590475082,0.2174312189221382,-0.0068709876388311384,0.01504065867047757
1720,619560,242,1.2728335946798324,0.4328985184431076,-0.007864905148744583,0.03500778996385634
1740,626760,242,0.44415497362613676,0.7630899131298066,0.0033915797481313347,0.09128638282418251
1760,633960,243,-0.5469204819202423,0.6400444269180298,-0.007880277559161186,0.11207659791689366
1780,641160,243,-0.9753724944591522,0.5537187695503235,-0.01168359280563891,0.02703490564599633
1800,648360,243,-0.6682202136516571,0.240386700630188,-0.006732673943042755,0.26550255559850483
1820,655560,243,-0.29662426948547366,0.4512620747089386,-0.007793332636356354,0.01008994746953249
1840,662760,243,0.15578843414783478,0.6156060218811035,-0.008417657390236855,0.05675924568204209
1860,669960,243,0.3516789001226425,0.4170101284980774,-0.002329994738101959,0.06088677567895502
1880,677160,243,0.44036371290683746,0.36295085996389387,-0.005562782287597656,0.08942178770084866
1900,684360,244,0.5112309920787811,0.2719393759965897,-0.0074994973838329315,0.0022948883823119106
1920,691560,244,0.4433295476436615,0.2358546569943428,-0.0027622051537036897,0.0013334013929124922
1940,698760,244,0.27815229177474976,0.2675772584974766,-0.0019219212234020233,0.0009784356399904937
1960,705960,244,0.45259157538414,0.11527573168277741,-0.004360105097293854,0.004092002334073186
1980,713160,244,0.781067076921463,0.23538792207837106,-0.005858910828828811,0.004081037070136517
2000,720360,244,0.8934412622451782,0.25663207843899727,-0.007837080608078395,0.025073275435715914
2020,727560,244,1.0595958399772645,0.32593672573566435,-0.005414598435163498,0.0029955801728647202
2040,734760,244,1.4255099844932557,0.4231171548366547,-0.0058145283721387385,0.0009134278836427257
2060,741960,244,1.446233530640602,0.31097302287817,-0.011932200193405152,0.08678120104013942
2080,749160,244,1.3343205028772354,0.42725080251693726,-0.003507888317108154,0.0014032160601345823
2100,756360,244,-0.10284498929977418,0.3214619025588036,-0.001078624464571476,0.002621763350907713
2120,763560,245,-1.1877734631299972,0.2199023634195328,-0.009474601596593857,0.05449479827657342
2140,770760,245,-1.4348323190212249,0.5301889389753341,-0.005052446573972702,0.08243925436399877
2160,777960,245,-1.4831813168525696,0.32712357193231584,-0.004251482710242271,0.002856063051149249
2180,785160,245,-1.21134778380394,0.411072313785553,-0.005362478643655777,0.0016308982274495065
2200,792360,245,-1.125265167951584,0.43429475128650663,-0.0033189378678798675,0.04206244242377579
2220,799560,245,-1.1413728600740434,0.30756726413965224,-0.0035296350717544554,0.06532041651662439
2240,806760,245,-1.0537224292755127,0.2319137290120125,-0.002514433395117521,0.003305146412458271
